Transaction,Children,Units Sold,Revenue
3846,2,2,6.47
3847,1,5,14.76
3848,1,5,16.19
3849,5,5,6.23
3850,4,4,11.91
3851,1,3,4.22
3852,3,4,8.99
3853,2,3,9.89
3854,2,3,19.89
3855,2,4,10.27
3856,1,4,21.24
3857,3,3,9.11
3858,3,6,4.82
3859,2,3,8.58
3860,5,5,7.49
3861,4,4,14.43
3862,3,4,4.37
3863,2,5,21.46
3864,4,6,23.5
3865,1,6,9.35
3866,4,5,22.62
3867,1,4,13.01
3868,1,4,18.24
3869,5,4,4.71
3870,1,4,18.41
3871,3,5,6.6
3872,2,3,2.56
3873,3,5,10.92
3874,4,5,23.94
3875,1,5,9.09
3876,4,5,12.53
3877,5,4,18.94
3878,3,6,16.52
3879,2,3,13.37
3880,5,3,11.02
3881,3,5,4.54
3882,1,3,19.86
3883,2,3,21.94
3884,3,5,5.62
3885,2,3,5.6
3886,3,4,13.41
3887,3,4,7.96
3888,1,2,11.28
3889,3,2,4.21
3890,3,6,3.21
3891,1,4,22.88
3892,2,4,7.92
3893,3,4,5.3
3894,4,4,12.23
3895,1,4,2.41
3896,5,5,6.29
3897,2,4,33.12
3898,0,4,3.72
3899,2,6,11.7
3900,0,4,12.77
3901,2,5,13.12
3902,3,4,28.56
3903,1,4,18.48
3904,4,5,5.38
3905,4,3,10.3
3906,2,3,6.64
3907,3,4,13.05
3908,3,5,34.47
3909,1,3,11.46
3910,1,5,22.09
3911,1,4,4.16
3912,0,5,19.97
3913,5,3,4.09
3914,2,2,4.77
3915,3,5,28.24
3916,4,6,16.01
3917,2,4,34.85
3918,3,4,17.14
3919,3,3,14.56
3920,5,6,13.52
3921,2,3,3.65
3922,3,4,19.55
3923,4,3,5.62
3924,3,3,14.42
3925,3,2,6.9
3926,0,5,19.57
3927,5,5,12.5
3928,2,2,23.08
3929,3,6,27.96
3930,2,3,3.48
3931,0,6,15.92
3932,0,3,22.76
3933,1,3,9.41
3934,3,5,6
3935,1,3,9.08
3936,1,5,12.03
3937,0,2,15.78
3938,2,5,15.66
3939,3,5,21.69
3940,1,3,10.08
3941,5,6,25.34
3942,0,6,8.64
3943,2,5,17.46
3944,2,4,12.42
3945,3,3,12.42
3946,4,6,26.4
3947,5,6,5.71
3948,0,3,2.6
3949,4,2,4.03
3950,3,4,15.11
3951,1,5,5.05
3952,4,6,25.68
3953,2,3,2.07
3954,5,2,11.05
3955,0,2,6.02
3956,3,3,15.9
3957,2,2,3.32
3958,4,4,13.18
3959,2,5,13.93
3960,5,6,9.36
3961,1,4,6.65
3962,1,6,26.88
3963,1,4,19.2
3964,3,3,19.92
3965,4,6,10.86
3966,5,4,6.44
3967,1,4,11.15
3968,1,3,8.35
3969,2,5,9.08
3970,4,4,12.18
3971,4,2,13.28
3972,5,4,15.03
3973,2,5,27.14
3974,5,4,16.52
3975,2,4,23.6
3976,4,4,17.78
3977,1,4,10.16
3978,1,2,14.39
3979,0,5,20.2
3980,2,4,19.28
3981,4,2,6
3982,1,2,1.43
3983,4,6,11.25
3984,2,3,21.17
3985,1,3,14.62
3986,4,5,26.69
3987,2,3,4.7
3988,5,7,20.69
3989,1,4,19.27
3990,1,5,25.76
3991,0,5,15.78
3992,4,3,9.94
3993,4,3,6.57
3994,1,4,11.63
3995,2,2,6.27
3996,1,5,24.62
3997,4,2,7.92
3998,1,5,20.98
3999,2,4,6.67
4000,3,4,9.36
4001,0,2,8.94
4002,4,5,29.43
4003,4,3,10.49
4004,2,4,18.31
4005,5,7,19.88
4006,4,5,3.56
4007,4,2,2.99
4008,5,4,25.2
4009,3,2,12.8
4010,3,6,17.95
4011,1,4,6.52
4012,4,5,17.2
4013,3,3,3.96
4014,5,6,6.26
4015,2,4,39.62
4016,0,5,20.67
4017,5,4,3.93
4018,1,5,23.25
4019,2,5,7.85
4020,3,5,7.44
4021,2,6,3.78
4022,4,5,11.79
4023,2,2,9.08
4024,2,3,8.07
4025,4,4,12.08
4026,4,3,9.74
4027,4,4,2.57
4028,3,6,30.27
4029,0,4,22.05
4030,3,5,13.28
4031,2,2,9.52
4032,0,6,36.7
4033,0,3,8.05
4034,1,5,26.1
4035,2,3,4.5
4036,4,4,2.12
4037,0,3,6.31
4038,4,6,4.22
4039,0,2,8.82
4040,1,4,15.36
4041,3,4,9.36
4042,3,4,11.15
4043,1,4,4.06
4044,0,6,17.7
4045,2,3,15.28
4046,3,5,10.34
4047,3,3,11.99
4048,4,3,11.66
4049,2,2,5.76
4050,2,3,17.28
4051,1,6,9.94
4052,5,7,19.32
4053,4,5,12.78
4054,5,6,17.02
4055,4,5,9.63
4056,0,2,8.43
4057,3,4,4.29
4058,0,6,11.26
4059,0,2,6.6
4060,1,4,11.85
4061,2,5,9.18
4062,3,4,21.15
4063,5,4,12.04
4064,4,3,8.56
4065,3,5,35.19
4066,3,3,15.11
4067,3,4,29.74
4068,2,3,4.83
4069,2,5,3.92
4070,1,3,3.79
4071,3,4,7.86
4072,2,2,7.89
4073,3,4,26.8
4074,2,5,20.57
4075,4,6,23.46
4076,4,6,21.24
4077,1,5,23.86
4078,4,5,7.28
4079,3,4,16.97
4080,2,1,2.38
4081,5,3,15.14
4082,4,3,14.67
4083,4,6,12.9
4084,0,4,4.82
4085,3,3,3.82
4086,3,4,10.26
4087,1,3,7.6
4088,1,4,6.5
4089,2,4,4.05
4090,2,6,8.35
4091,5,4,6.34
4092,3,3,32.54
4093,3,6,11.75
4094,2,4,8.37
4095,1,3,6.36
4096,5,4,19.33
4097,2,3,11.59
4098,1,2,8.55
4099,3,4,19.86
4100,4,3,9.14
4101,1,4,4.71
4102,3,6,16.59
4103,3,3,13.2
4104,1,4,13.68
4105,1,4,8.35
4106,1,5,4.88
4107,0,5,19.71
4108,4,2,8.56
4109,5,7,15.05
4110,1,4,4.86
4111,4,3,11.5
4112,4,4,14.49
4113,1,5,6.41
4114,1,3,18.86
4115,4,4,11.25
4116,2,5,9.94
4117,5,4,7.66
4118,1,4,9.18
4119,4,6,13.16
4120,1,3,9.46
4121,5,5,12.47
4122,3,5,4.95
4123,4,6,38.64
4124,4,4,3.52
4125,5,4,24.56
4126,1,3,18.51
4127,5,5,4.75
4128,2,3,5.57
4129,1,3,16.12
4130,3,4,33.38
4131,3,5,8.06
4132,1,2,15.5
4133,4,3,19.28
4134,2,5,10.1
4135,1,2,3.8
4136,2,3,6.98
4137,2,5,12.37
4138,4,4,15.23
4139,1,4,9.41
4140,4,2,8.06
4141,5,2,5.16
4142,2,5,11.09
4143,2,3,3.25
4144,1,5,5.78
4145,2,5,11.48
4146,3,3,5.29
4147,1,4,17.66
4148,2,5,14.06
4149,2,2,8.84
4150,4,5,11.21
4151,4,3,10.52
4152,2,4,3.62
4153,0,3,4.47
4154,1,3,7.29
4155,2,4,33.15
4156,0,5,19.48
4157,3,4,4.03
4158,0,3,11.63
4159,1,4,8.5
4160,1,3,14.54
4161,3,3,15.48
4162,0,5,11.92
4163,4,4,24.29
4164,1,4,15.71
4165,3,4,6.34
4166,4,4,5.81
4167,0,4,22.97
4168,3,6,8.8
4169,1,6,16.92
4170,3,4,11.59
4171,1,4,5.73
4172,2,4,7.8
4173,0,3,4.51
4174,5,3,9.89
4175,1,3,3.87
4176,5,5,8.42
4177,3,5,15.6
4178,1,3,4.97
4179,3,5,9.53
4180,4,5,20.48
4181,3,3,13.2
4182,1,5,11.02
4183,1,5,9.84
4184,5,5,5.02
4185,4,3,6.86
4186,0,5,36.19
4187,2,4,10.09
4188,1,4,7.4
4189,4,4,16.42
4190,1,5,10.21
4191,2,4,3.89
4192,3,6,40.14
4193,4,4,6.13
4194,3,5,14.11
4195,3,4,20.45
4196,5,3,3.92
4197,4,5,23.06
4198,0,4,6.29
4199,3,3,14.08
4200,1,5,14.28
4201,0,4,11.91
4202,1,3,21.33
4203,4,4,10.32
4204,3,4,9.47
4205,2,5,16.12
4206,2,2,7.63
4207,2,4,5.26
4208,0,4,4.48
4209,3,6,9.05
4210,3,3,9.63
4211,3,4,18.79
4212,3,5,9.72
4213,1,4,8.78
4214,4,4,22.7
4215,3,5,19.44
4216,4,6,18
4217,1,5,6.97
4218,2,3,5.76
4219,2,3,15.26
4220,1,5,6.26
4221,2,5,18.74
4222,1,5,17.31
4223,2,2,4.16
4224,2,6,26.3
4225,4,5,31.19
4226,3,3,14.12
4227,2,5,11.04
4228,5,4,10.31
4229,3,4,15.25
4230,4,4,3.08
4231,3,5,8.45
4232,3,4,11.2
4233,1,3,5.76
4234,3,3,3.19
4235,1,5,10.83
4236,5,5,14.24
4237,4,6,11.31
4238,2,4,3.98
4239,2,2,11.39
4240,2,4,26.15
4241,1,6,6.76
4242,0,5,29.64
4243,2,5,26.38
4244,4,4,1.82
4245,3,3,23.58
4246,2,4,30.5
4247,1,3,23.94
4248,2,4,17.78
4249,2,5,15.31
4250,1,3,10.31
4251,4,4,17
4252,3,5,18.59
4253,3,5,16.57
4254,2,4,16.24
4255,4,4,10.68
4256,3,6,15.44
4257,2,6,12.99
4258,0,3,3.74
4259,0,4,7.85
4260,4,3,21.66
4261,1,3,28.05
4262,1,3,9.83
4263,4,5,10.38
4264,5,3,3.35
4265,0,5,9.2
4266,5,5,11.09
4267,4,3,6.53
4268,2,6,18.05
4269,1,3,3.34
4270,3,4,14.9
4271,1,3,12.01
4272,3,4,11.79
4273,0,4,13.17
4274,1,6,3.07
4275,3,4,10.86
4276,1,5,22.34
4277,2,4,25.84
4278,3,6,20.24
4279,1,4,6.48
4280,2,5,25.38
4281,4,5,8.5
4282,1,4,8.57
4283,1,4,5.02
4284,3,2,8.93
4285,3,6,14.21
4286,4,4,13.32
4287,0,2,5.85
4288,1,2,2.05
4289,0,4,10.25
4290,2,6,7.36
4291,3,5,7.85
4292,3,5,53.19
4293,1,4,13.76
4294,1,6,8.44
4295,5,5,4.94
4296,5,4,17.89
4297,3,5,8.35
4298,4,4,11.48
4299,1,5,23.71
4300,0,4,13.02
4301,2,4,5.04
4302,1,4,13.32
4303,1,4,26.57
4304,3,4,9.93
4305,0,4,11.29
4306,3,3,11.34
4307,4,4,31.1
4308,2,5,7.44
4309,4,5,17.94
4310,3,3,22.43
4311,3,4,3.56
4312,3,3,1.98
4313,5,2,1.34
4314,1,3,10.22
4315,2,3,6.22
4316,2,5,16.5
4317,0,5,26.78
4318,4,4,22.56
4319,4,6,6.86
4320,5,4,5.92
4321,5,7,23.22
4322,3,5,16.92
4323,2,3,15.11
4324,3,4,33.8
4325,1,3,17.49
4326,4,6,25.91
4327,2,5,7.46
4328,5,1,3.15
4329,2,4,6.38
4330,1,5,9.36
4331,2,3,4.08
4332,5,4,20.15
4333,3,5,28.58
4334,4,5,18.68
4335,1,3,11.34
4336,1,5,12.08
4337,1,5,3.02
4338,4,4,7.65
4339,5,3,19.34
4340,1,6,25.77
4341,2,5,19.39
4342,0,3,21.2
4343,2,2,6.74
4344,4,5,13.26
4345,4,5,14.64
4346,0,5,14.78
4347,0,4,9.22
4348,1,5,12.96
4349,4,7,23.13
4350,3,4,19.44
4351,2,5,8.28
4352,2,3,15.96
4353,3,3,20.67
4354,1,3,12.7
4355,4,3,4.82
4356,2,4,13.5
4357,1,3,2.95
4358,2,4,2.52
4359,4,3,3.34
4360,1,5,15.29
4361,3,5,38.04
4362,3,4,24.84
4363,1,4,4.59
4364,2,2,13.9
4365,3,4,11.41
4366,1,1,8.85
4367,1,4,15.2
4368,1,4,8.57
4369,1,3,14.46
4370,3,5,28.12
4371,5,7,11.2
4372,4,6,4.18
4373,3,3,18.2
4374,3,2,5.85
4375,2,5,11.09
4376,2,4,10.66
4377,1,3,13.74
4378,2,2,6.36
4379,2,6,11
4380,1,4,5.98
4381,1,4,13.61
4382,3,2,2.76
4383,4,4,5.9
4384,1,3,12.37
4385,1,3,12.18
4386,1,5,6.4
4387,3,3,1.68
4388,4,3,21.78
4389,1,4,11.86
4390,0,4,6.51
4391,3,5,21.22
4392,1,2,16.32
4393,0,4,20.3
4394,4,3,2.15
4395,4,4,6.73
4396,4,4,9.63
4397,3,4,11.9
4398,2,3,9.93
4399,2,4,17.3
4400,1,3,2.77
4401,3,3,4.34
4402,2,3,13.77
4403,1,3,6.3
4404,5,4,6.91
4405,1,4,20.28
4406,3,4,5.32
4407,2,3,7.03
4408,2,4,12.64
4409,1,5,7
4410,4,6,7.07
4411,1,4,12.7
4412,0,5,24.19
4413,2,4,5.67
4414,2,2,6.11
4415,2,3,10.94
4416,2,3,3.36
4417,3,2,5.15
4418,3,4,14.35
4419,3,4,2.07
4420,2,5,22.6
4421,0,3,14.99
4422,4,5,10.76
4423,3,2,8.52
4424,2,3,6.66
4425,3,2,8.56
4426,5,3,3.48
4427,3,2,5.95
4428,3,5,7.25
4429,3,6,12.35
4430,2,4,5.72
4431,4,3,6.55
4432,1,5,4.96
4433,3,5,7.31
4434,2,4,21.99
4435,5,6,5.43
4436,2,4,5.55
4437,4,3,4.29
4438,4,5,30.74
4439,0,3,4.69
4440,1,3,8
4441,0,6,6.89
4442,3,4,3.67
4443,4,4,17.38
4444,2,3,5.4
4445,2,4,1.54
4446,4,5,10.75
4447,2,3,9.81
4448,2,5,4.85
4449,3,3,2.76
4450,5,3,5.04
4451,0,1,5.96
4452,4,5,18.15
4453,4,4,23.27
4454,1,5,20.38
4455,1,3,4.01
4456,5,2,7.38
4457,0,3,4.03
4458,2,4,22.05
4459,1,4,19.35
4460,1,4,13.05
4461,5,5,14.51
4462,4,3,7.85
4463,4,5,13.91
4464,1,4,8.37
4465,3,5,16.38
4466,3,3,9.28
4467,3,3,10.05
4468,5,4,23.35
4469,0,4,12.9
4470,1,4,10.71
4471,4,5,2.55
4472,2,4,7.05
4473,2,2,18.14
4474,1,5,12.55
4475,0,5,15.12
4476,1,4,19.66
4477,1,4,2.36
4478,4,5,21.43
4479,3,3,10.08
4480,4,4,13.98
4481,4,4,39.48
4482,1,4,14.97
4483,2,5,19.01
4484,2,5,9.8
4485,0,5,4.95
4486,3,4,6.12
4487,5,7,20.16
4488,5,6,25.06
4489,2,5,16.74
4490,5,4,19.14
4491,2,5,11.13
4492,1,5,21.24
4493,1,5,31.1
4494,5,3,20.43
4495,4,5,13.74
4496,4,4,2.27
4497,3,5,22.68
4498,4,5,22.91
4499,0,3,9.4
4500,0,5,11.54
4501,4,4,4.97
4502,2,3,7.74
4503,2,5,14.71
4504,1,4,11.51
4505,3,4,26.19
4506,4,5,2.34
4507,4,6,7.4
4508,0,4,3.99
4509,1,5,9.3
4510,5,4,11.44
4511,4,4,18.14
4512,3,5,9.61
4513,4,5,17.89
4514,1,6,9.04
4515,1,5,16.13
4516,2,3,14.42
4517,3,5,6.66
4518,5,3,10.89
4519,4,4,16.99
4520,2,7,6.3
4521,4,7,17.8
4522,4,4,17.61
4523,5,3,6.59
4524,3,3,6.26
4525,4,4,16.82
4526,2,3,6.9
4527,3,5,18.71
4528,4,4,19.6
4529,1,1,11.43
4530,5,1,8.03
4531,4,5,6.55
4532,4,7,24
4533,1,3,4.49
4534,2,2,5.15
4535,4,5,11.86
4536,3,3,23.6
4537,3,3,3.35
4538,2,6,9.5
4539,4,5,31.41
4540,3,5,16.9
4541,2,3,2.31
4542,2,3,18.31
4543,2,5,3.62
4544,1,4,17.7
4545,5,5,25.3
4546,5,5,15.28
4547,4,5,34.63
4548,2,3,9.18
4549,3,2,3.1
4550,5,4,2.21
4551,3,4,6.4
4552,4,3,9.55
4553,2,5,8.78
4554,0,2,6.92
4555,3,2,14.15
4556,4,4,5.76
4557,1,3,6.72
4558,1,6,5.32
4559,3,5,25.28
4560,4,5,1.75
4561,3,2,2.28
4562,4,2,5.22
4563,3,4,4.72
4564,3,6,27.56
4565,3,3,13.06
4566,5,3,20.74
4567,1,2,8.98
4568,3,4,14.44
4569,3,3,24.12
4570,2,5,12.82
4571,2,4,23.14
4572,2,4,16.05
4573,1,4,10.04
4574,3,5,17.21
4575,4,2,6.12
4576,1,3,4.95
4577,1,5,4.65
4578,3,5,7.8
4579,1,4,8.68
4580,4,5,33.38
4581,3,5,14.85
4582,0,2,8.4
4583,3,4,8.32
4584,2,5,15.48
4585,4,4,18.78
4586,3,3,5.46
4587,3,3,5.4
4588,5,4,17.55
4589,4,3,8.4
4590,0,4,3.9
4591,0,4,19.68
4592,3,3,24.97
4593,1,5,11.78
4594,4,4,3.23
4595,0,4,3.17
4596,3,4,3.22
4597,4,5,25.56
4598,3,4,11.48
4599,3,5,10.95
4600,3,5,18.14
4601,4,5,4.79
4602,3,5,6.72
4603,3,4,7.24
4604,4,4,13.05
4605,0,2,11.02
4606,2,4,10.72
4607,1,3,20.98
4608,4,5,7.9
4609,0,2,5
4610,3,5,9.58
4611,1,4,5.02
4612,5,4,18.24
4613,1,2,4
4614,4,3,4.16
4615,1,6,29.54
4616,4,4,17.47
4617,2,3,11.12
4618,4,5,8.27
4619,5,6,4.42
4620,1,5,7.56
4621,0,4,12.01
4622,2,3,13.06
4623,3,5,7.22
4624,1,6,15.81
4625,3,4,28
4626,1,2,6.72
4627,5,4,3.96
4628,2,5,10.07
4629,2,4,4.82
4630,4,5,14.93
4631,2,3,9.25
4632,0,4,10.82
4633,4,4,12.43
4634,1,5,11.56
4635,2,3,26.36
4636,2,6,28.67
4637,4,5,11.46
4638,0,2,11.86
4639,3,3,4.75
4640,4,6,16.32
4641,1,4,9.54
4642,4,5,24.19
4643,5,4,18.29
4644,5,4,23.52
4645,1,4,3.14
4646,2,3,6.82
4647,0,6,31.55
4648,1,4,14.35
4649,0,4,12.39
4650,3,3,3.99
4651,3,4,10.47
4652,4,4,3.07
4653,1,4,5.63
4654,3,2,14.12
4655,3,4,7.02
4656,0,3,35.55
4657,0,3,7.73
4658,2,5,10.94
4659,4,5,11.53
4660,0,2,3.76
4661,2,6,29.12
4662,3,3,6.91
4663,3,5,11.58
4664,2,3,8.93
4665,5,3,8.3
4666,1,4,11.41
4667,0,4,11.17
4668,3,6,30.14
4669,0,4,10.79
4670,3,6,12.14
4671,3,6,12.48
4672,5,5,8.69
4673,0,5,4.84
4674,4,3,8.82
4675,3,5,30.91
4676,3,5,25.15
4677,3,6,13.56
4678,0,4,13.02
4679,0,2,7.52
4680,1,3,7.45
4681,2,4,21.36
4682,0,3,10
4683,4,4,18.29
4684,0,4,10.56
4685,3,2,12.2
4686,2,4,10.49
4687,0,4,6.61
4688,4,3,7.52
4689,4,6,41.33
4690,2,2,4.63
4691,2,6,9.6
4692,4,6,18.32
4693,3,4,12.46
4694,3,2,7.95
4695,1,4,5.49
4696,0,3,20.85
4697,4,5,23.33
4698,0,4,10.25
4699,2,3,12.17
4700,3,5,8.34
4701,5,4,21.73
4702,4,1,2.92
4703,0,3,12.18
4704,0,3,19.51
4705,2,3,13.87
4706,2,3,11.91
4707,1,3,10.7
4708,1,4,18.67
4709,2,3,4.68
4710,4,5,9.83
4711,4,3,4.64
4712,0,2,14.96
4713,3,6,9.41
4714,2,2,10.6
4715,2,4,2.65
4716,4,3,15.48
4717,1,3,9.36
4718,3,2,1.66
4719,0,5,6.9
4720,3,5,10.55
4721,4,4,16.92
4722,4,4,20.52
4723,4,4,4.54
4724,1,5,18.16
4725,3,2,11.44
4726,4,4,13.86
4727,5,4,6.72
4728,3,2,11.68
4729,3,5,4.62
4730,4,4,12.77
4731,3,5,2.77
4732,2,5,7.13
4733,1,5,4.92
4734,3,5,12.63
4735,5,6,46.8
4736,1,5,17.64
4737,3,4,24.9
4738,0,5,19.86
4739,0,2,5.32
4740,2,5,7.96
4741,5,3,9.49
4742,3,3,6.68
4743,4,2,2.62
4744,4,3,8.58
4745,5,3,8.64
4746,2,3,20.55
4747,2,5,2.45
4748,3,4,4.85
4749,2,4,14.2
4750,2,2,14.35
4751,4,3,15.02
4752,2,4,4.95
4753,4,3,8.05
4754,4,3,4.22
4755,3,5,26.99
4756,3,6,15.29
4757,1,3,6.53
4758,3,4,13.82
4759,1,4,29.16
4760,1,5,32.47
4761,4,4,14.38
4762,1,4,10.37
4763,2,2,5
4764,4,2,9.11
4765,5,5,25.67
4766,4,5,15.9
4767,3,6,26.11
4768,1,4,3.12
4769,5,4,18.91
4770,3,4,15.76
4771,2,5,27.93
4772,4,6,18.79
4773,2,3,3.53
4774,1,3,4.83
4775,0,6,13.52
4776,1,4,1.6
4777,2,3,3.64
4778,3,5,9.5
4779,1,3,15.5
4780,1,5,14.67
4781,3,3,10.15
4782,3,5,15.11
4783,4,6,10.8
4784,1,5,2.09
4785,2,3,11.97
4786,4,6,6.12
4787,4,5,17.75
4788,2,4,15.39
4789,1,5,5.59
4790,4,3,19.49
4791,2,5,11.02
4792,5,5,12.6
4793,4,3,2.21
4794,5,4,20.9
4795,1,4,4.33
4796,0,5,2.92
4797,3,6,5.26
4798,5,4,10.47
4799,4,3,20.01
4800,4,5,4.22
4801,4,5,28.78
4802,4,3,4.05
4803,3,4,8.83
4804,3,5,8.97
4805,1,6,6.44
4806,3,2,8.27
4807,3,6,19.08
4808,2,4,5.7
4809,5,4,8.59
4810,4,4,21.22
4811,3,3,4.7
4812,5,5,7.74
4813,4,3,5.66
4814,5,4,25.25
4815,1,4,10.37
4816,1,3,8.25
4817,3,4,18.08
4818,0,3,2.64
4819,2,3,16.25
4820,1,4,8.5
4821,0,2,8.25
4822,3,5,3.31
4823,4,3,8.07
4824,3,4,20.18
4825,3,4,8.86
4826,0,3,7.52
4827,1,5,23.69
4828,4,3,8.25
4829,3,5,4.96
4830,4,6,7.28
4831,2,3,10.04
4832,2,3,4.16
4833,1,3,6.19
4834,2,3,7.65
4835,3,5,11.83
4836,4,4,8.8
4837,0,6,6.83
4838,2,4,21.26
4839,3,4,20.24
4840,2,6,24.95
4841,2,5,17.16
4842,3,3,9.49
4843,2,3,12.31
4844,3,5,7.33
4845,0,5,6.97
4846,3,5,7.08
4847,4,3,8.39
4848,2,5,3.88
4849,1,4,5.1
4850,2,4,12.01
4851,5,4,4.64
4852,3,4,9.78
4853,3,4,2.99
4854,4,3,4.1
4855,0,5,4.93
4856,1,3,24.28
4857,4,5,20.61
4858,3,3,3.61
4859,1,4,15.37
4860,0,5,6.59
4861,2,2,4.13
4862,4,4,8.54
4863,5,5,14.44
4864,3,5,8.42
4865,1,3,13.73
4866,4,3,2.75
4867,1,3,6.67
4868,2,3,22.54
4869,5,5,22.62
4870,1,3,21.45
4871,4,5,16.52
4872,1,3,11.57
4873,4,3,11.48
4874,0,3,10.19
4875,3,4,21.6
4876,4,7,22.33
4877,0,4,4.54
4878,4,2,8.19
4879,3,5,19.94
4880,1,5,8.32
4881,5,5,20.24
4882,2,4,2.82
4883,3,4,6.72
4884,3,4,21
4885,3,5,8.71
4886,3,7,36.98
4887,2,2,10.35
4888,2,4,11.7
4889,1,5,6.66
4890,2,4,6.32
4891,3,5,8.71
4892,2,4,5.18
4893,1,3,7.19
4894,1,5,15.84
4895,1,4,18.71
4896,2,5,15.05
4897,2,5,18.67
4898,4,4,25.58
4899,2,5,12.32
4900,0,6,10.98
4901,1,1,1.56
4902,3,3,5.88
4903,2,3,7.59
4904,1,2,13.44
4905,4,2,14.14
4906,1,4,3.88
4907,2,6,7.36
4908,4,4,6.96
4909,1,5,13.18
4910,2,4,4.84
4911,2,5,27.77
4912,3,6,30.36
4913,4,3,19.17
4914,4,6,15.07
4915,3,6,19.51
4916,2,4,14.61
4917,4,4,11.55
4918,3,2,5.68
4919,2,4,13.76
4920,3,2,9.43
4921,1,5,14.18
4922,1,4,16.46
4923,1,3,4.13
4924,0,4,19.45
4925,2,3,19.49
4926,2,2,14.63
4927,0,5,5.57
4928,2,5,23.6
4929,4,4,2.65
4930,0,4,8.13
4931,2,4,11.66
4932,3,5,7.72
4933,5,4,38.42
4934,1,6,7
4935,5,5,14.74
4936,4,2,3.66
4937,2,4,21.25
4938,1,6,2.64
4939,4,3,13.68
4940,4,4,18.51
4941,2,4,5.36
4942,0,3,5.18
4943,2,5,28.7
4944,3,4,4.64
4945,1,5,18.99
4946,1,2,4
4947,0,2,4.83
4948,1,5,27.94
4949,0,6,16.09
4950,3,3,16.88
4951,2,4,8.69
4952,3,3,19.56
4953,3,3,10.87
4954,4,5,13.73
4955,1,4,18.02
4956,2,4,5.34
4957,4,2,7.41
4958,2,3,1.53
4959,2,3,18.05
4960,5,5,15.81
4961,3,3,6.78
4962,1,3,7.85
4963,1,5,6.84
4964,2,4,13.39
4965,3,5,11.68
4966,3,7,4.07
4967,2,5,8.25
4968,3,4,10.35
4969,3,5,12.94
4970,3,4,4.27
4971,2,6,4.56
4972,3,4,3.84
4973,4,5,13.52
4974,3,3,4.64
4975,5,5,6.2
4976,2,2,7.28
4977,5,3,8.89
4978,0,4,11.62
4979,0,4,14.66
4980,0,4,3.74
4981,1,4,4.7
4982,1,3,21.87
4983,2,2,5.32
4984,2,5,8.62
4985,1,4,10.72
4986,2,3,12.47
4987,2,3,11.78
4988,5,4,20.24
4989,2,5,11.43
4990,2,3,4.18
4991,3,4,20.22
4992,1,4,16.32
4993,3,3,7.23
4994,4,2,6.85
4995,1,4,12.98
4996,4,5,25.6
4997,3,4,20.3
4998,5,4,13.81
4999,2,6,31.02
5000,2,3,8.14
5001,1,4,8.31
5002,2,4,4.05
5003,2,5,2.64
5004,4,4,7.47
5005,2,3,10.13
5006,2,4,13.94
5007,1,4,12.96
5008,5,5,34.3
5009,0,5,24.01
5010,2,3,11.84
5011,5,5,4.11
5012,3,4,11.2
5013,1,5,8.51
5014,4,4,14.28
5015,5,2,1.45
5016,0,6,6.36
5017,2,3,12.74
5018,1,5,5.69
5019,1,3,6.56
5020,4,6,3.84
5021,2,4,28.65
5022,4,3,1.17
5023,4,4,12.78
5024,4,4,22.36
5025,4,5,8.56
5026,0,3,15.71
5027,3,5,20.92
5028,2,5,17.77
5029,2,5,4.37
5030,5,5,6.54
5031,1,3,9.05
5032,1,4,18.85
5033,2,5,14.85
5034,5,5,9.95
5035,1,3,5.7
5036,3,5,7.23
5037,1,3,2.75
5038,5,3,8.01
5039,1,5,16.1
5040,4,4,10.41
5041,4,4,3.4
5042,0,5,29.41
5043,1,4,9.74
5044,0,3,9.83
5045,4,4,28.22
5046,2,4,8.51
5047,4,6,10.92
5048,3,2,13.72
5049,3,3,13.78
5050,2,3,19.76
5051,3,7,10.12
5052,5,4,10.49
5053,2,4,23.93
5054,5,5,4.74
5055,4,4,22.1
5056,2,3,9.52
5057,1,4,15.46
5058,4,6,8.67
5059,2,3,8.7
5060,2,6,8.06
5061,2,5,30.96
5062,3,4,34.78
5063,0,5,23.06
5064,2,5,16.32
5065,5,4,6.18
5066,4,6,16.85
5067,2,5,6.17
5068,3,3,4.14
5069,5,5,2.96
5070,0,5,22.39
5071,4,6,14.61
5072,3,4,11.08
5073,4,3,5.7
5074,4,3,24.14
5075,1,3,8.46
5076,2,5,15.98
5077,2,5,7.08
5078,2,4,4.06
5079,4,5,13.45
5080,5,3,3.07
5081,5,5,19.2
5082,0,5,2.85
5083,3,2,13.7
5084,1,4,13.1
5085,1,3,8.04
5086,2,4,11.31
5087,4,5,11.79
5088,2,4,3.94
5089,5,6,12.24
5090,2,6,10.08
5091,5,4,32.51
5092,4,3,13.8
5093,2,4,10.41
5094,0,4,8.4
5095,1,4,6.55
5096,3,3,7.47
5097,1,4,5.25
5098,2,3,13.07
5099,2,6,23.76
5100,4,4,20.7
5101,5,4,14.69
5102,1,2,9.16
5103,2,7,16.1
5104,1,5,20.24
5105,3,3,12.69
5106,1,5,4.22
5107,4,5,23.09
5108,2,5,15.71
5109,0,4,25.06
5110,4,4,25.92
5111,2,3,10.03
5112,1,5,8.74
5113,4,6,7.75
5114,2,3,13.78
5115,2,4,6.92
5116,4,4,14.59
5117,2,5,4.1
5118,1,4,20.34
